id	registered_utc	family	rule	params	spec_sha	code_sha	split_sha	outcome_law_sha	null_seed	parent_trial	selection_rule	days	coverage	delay_med_s	err_rate_hg	err_rate_nkd	err_rate_si	walls_hg	walls_nkd	walls_si	hg_usd_day	nkd_usd_day	si_usd_day	mdd_hg	mdd_nkd	mdd_si	replay_skips	null_margin	verdict	note
sweep22-030	2026-08-28T00:47:05+00:00	F19-LEVELCOLLISION	FORMED_CAPPED/ceiling	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""control_draws"": 2000, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""lanes"": [""L1_PRETOUCH"", ""L2_EPISODE""], ""live_cell"": [""tercile"", ""median""], ""margin_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""max_episode_bars"": 90, ""min_prior_days"": 25, ""outer_step"": 2.0, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_epi"": 60.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	29085fcff52fd3588b5de4e2a2d6416c39f471f65ab38f1dc8896d5d2ac6f769	f464c7a4ce3d87e594611d1ae6f46b0fa8275378bc04a8da1161f90aaa4afcb5	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep21-066	none: preregistered two-lane formation, one monotone selector, fold-trained thresholds, no model search	40									5378.37	16272.7	24215.2						KILL	C2 formed-opportunity ceiling, FORMED_CAPPED: HG 5378.3712 usd/day = 2.6892 rung over 288 opportunities, carries rung True; NKD 16272.7308 usd/day = 10.8485 rung over 617 opportunities, carries rung True; SI 24215.1953 usd/day = 16.1435 rung over 648 opportunities, carries rung True; EXPLORATORY, hindsight bits 3 (which lane; which bar inside the formed window; which side)
sweep22-031	2026-08-28T00:47:05+00:00	F19-LEVELCOLLISION	L1_PRETOUCH/letter	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""control_draws"": 2000, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""lanes"": [""L1_PRETOUCH"", ""L2_EPISODE""], ""live_cell"": [""tercile"", ""median""], ""margin_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""max_episode_bars"": 90, ""min_prior_days"": 25, ""outer_step"": 2.0, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_epi"": 60.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	29085fcff52fd3588b5de4e2a2d6416c39f471f65ab38f1dc8896d5d2ac6f769	f464c7a4ce3d87e594611d1ae6f46b0fa8275378bc04a8da1161f90aaa4afcb5	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep21-066	none: preregistered two-lane formation, one monotone selector, fold-trained thresholds, no model search	40										-147.512	-114.405						KILL	LETTER LEVELCOLLISION-KILL for L1_PRETOUCH: rung False, MDD False, cap True, stress False, control False, neighbours True, ceiling carries both rungs True, matched delta positive False; CLAUSE FALLTHROUGH, not a registered clause: the formed ceiling carries both rungs and no deciding upper bound is non-positive, but the causal matched delta is not positive on both deciding assets, so UNRESOLVED cannot be earned; NKD misses the rung (-147.51152723315386 point, -337.26244854264087 at -2SE); SI misses the rung (-114.40521488281252 point, -320.3269915644302 at -2SE); binding MDD 19621.8 >= 1000.0; a stress replay breaches MDD; NKD control p 0.9784 > 0.05; SI control p 0.9982 > 0.05; the causal matched delta is not positive on both deciding assets
sweep22-032	2026-08-28T00:47:05+00:00	F19-LEVELCOLLISION	L2_EPISODE/letter	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""control_draws"": 2000, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""lanes"": [""L1_PRETOUCH"", ""L2_EPISODE""], ""live_cell"": [""tercile"", ""median""], ""margin_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""max_episode_bars"": 90, ""min_prior_days"": 25, ""outer_step"": 2.0, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_epi"": 60.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	29085fcff52fd3588b5de4e2a2d6416c39f471f65ab38f1dc8896d5d2ac6f769	f464c7a4ce3d87e594611d1ae6f46b0fa8275378bc04a8da1161f90aaa4afcb5	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep21-066	none: preregistered two-lane formation, one monotone selector, fold-trained thresholds, no model search	40										84.5769	47.9688						KILL	LETTER LEVELCOLLISION-KILL for L2_EPISODE: rung False, MDD False, cap True, stress False, control False, neighbours False, ceiling carries both rungs True, matched delta positive False; CLAUSE FALLTHROUGH, not a registered clause: the formed ceiling carries both rungs and no deciding upper bound is non-positive, but the causal matched delta is not positive on both deciding assets, so UNRESOLVED cannot be earned; NKD misses the rung (84.57692307692308 point, -94.6323299234361 at -2SE); SI misses the rung (47.96875000000001 point, -102.78098326959216 at -2SE); binding MDD 4596.2 >= 1000.0; a stress replay breaches MDD; NKD control p 0.5294 > 0.05; SI control p 0.9959 > 0.05; an adjacent fold-trained threshold flips the sign; the causal matched delta is not positive on both deciding assets
sweep22-033	2026-08-28T00:47:05+00:00	F19-LEVELCOLLISION	F19-LEVELCOLLISION/family	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""control_draws"": 2000, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""lanes"": [""L1_PRETOUCH"", ""L2_EPISODE""], ""live_cell"": [""tercile"", ""median""], ""margin_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""max_episode_bars"": 90, ""min_prior_days"": 25, ""outer_step"": 2.0, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_epi"": 60.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	29085fcff52fd3588b5de4e2a2d6416c39f471f65ab38f1dc8896d5d2ac6f769	f464c7a4ce3d87e594611d1ae6f46b0fa8275378bc04a8da1161f90aaa4afcb5	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep21-066	none: preregistered two-lane formation, one monotone selector, fold-trained thresholds, no model search	40																	KILL	FAMILY LETTER LEVELCOLLISION-KILL; best lane L2_EPISODE at NKD 0.0564x rung, SI 0.0320x rung; formed ceiling beside it NKD 46.8252x rung, SI 55.0257x rung; EXPLORE-only, kill-only, no promotion
sweep23-001	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	PULLBACK/close/HG	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	66	0.0040032					0.6			-40.527			2781.26			0	0.998501		PULLBACK (first pullback to the broken zone, break-direction resting limit), label close, HG: n 5 of 1249 formed, coverage 0.0040, mean -534.9566 median -900.3920, P(cert>0) 0.2000 [0.0362, 0.6245], usd/day -40.5270 = -0.0203 rung; seated replay -40.5270 usd/day, mean-2SE -87.4245, clears rung False; max binding MDD 9673.4467 clears False; neighbours agree True; letter STRUCTBREAK-KILL
sweep23-002	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	PULLBACK/close/NKD	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	65	0.00744602						0.7			-59.6403			4572.86		0	0.996502		PULLBACK (first pullback to the broken zone, break-direction resting limit), label close, NKD: n 10 of 1343 formed, coverage 0.0074, mean -387.6622 median -905.9498, P(cert>0) 0.3000 [0.1078, 0.6032], usd/day -59.6403 = -0.0398 rung; seated replay -59.6403 usd/day, mean-2SE -161.5115, clears rung False; max binding MDD 9673.4467 clears False; neighbours agree True; letter STRUCTBREAK-KILL
sweep23-003	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	PULLBACK/close/SI	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	64	0.0033389							0.5			-18.3101			1828.33	0	0.988006		PULLBACK (first pullback to the broken zone, break-direction resting limit), label close, SI: n 4 of 1198 formed, coverage 0.0033, mean -292.9622 median -461.2786, P(cert>0) 0.2500 [0.0456, 0.6994], usd/day -18.3101 = -0.0122 rung; seated replay -18.3101 usd/day, mean-2SE -63.3788, clears rung False; max binding MDD 9673.4467 clears False; neighbours agree True; letter STRUCTBREAK-KILL
sweep23-004	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	PULLBACK/1800/HG	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	66	0.0040032					0			-8.70883			806.26			0	0.998501		PULLBACK (first pullback to the broken zone, break-direction resting limit), label 1800, HG: n 5 of 1249 formed, coverage 0.0040, mean -114.9566 median -69.5999, P(cert>0) 0.4000 [0.1176, 0.7693], usd/day -8.7088 = -0.0044 rung; seated replay -40.5270 usd/day, mean-2SE -87.4245, clears rung False; max binding MDD 9673.4467 clears False; neighbours agree True; letter STRUCTBREAK-KILL
sweep23-005	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	PULLBACK/1800/NKD	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	65	0.00744602						0.2			4.20581			1038.5		0	0.996502		PULLBACK (first pullback to the broken zone, break-direction resting limit), label 1800, NKD: n 10 of 1343 formed, coverage 0.0074, mean 27.3378 median -210.3272, P(cert>0) 0.4000 [0.1682, 0.6873], usd/day 4.2058 = 0.0028 rung; seated replay -59.6403 usd/day, mean-2SE -161.5115, clears rung False; max binding MDD 9673.4467 clears False; neighbours agree True; letter STRUCTBREAK-KILL
sweep23-006	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	PULLBACK/1800/SI	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	64	0.0033389							0.25			-17.9195			1146.85	0	0.988006		PULLBACK (first pullback to the broken zone, break-direction resting limit), label 1800, SI: n 4 of 1198 formed, coverage 0.0033, mean -286.7122 median -149.8071, P(cert>0) 0.2500 [0.0456, 0.6994], usd/day -17.9195 = -0.0119 rung; seated replay -18.3101 usd/day, mean-2SE -63.3788, clears rung False; max binding MDD 9673.4467 clears False; neighbours agree True; letter STRUCTBREAK-KILL
sweep23-007	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	NOPULLBACK/close/HG	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	66	0.0952762					0.226891			-100.492			8577.5			138	0.796602		NOPULLBACK (no pullback: next bar after the breach close (report-only)), label close, HG: n 119 of 1249 formed, coverage 0.0953, mean -55.7353 median -17.5000, P(cert>0) 0.4958 [0.4075, 0.5843], usd/day -100.4924 = -0.0502 rung; seated replay -88.4091 usd/day, mean-2SE -238.2225, clears rung False; max binding MDD 20297.5000 clears False; neighbours agree True; letter REPORT-ONLY (no letter)
sweep23-008	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	NOPULLBACK/close/NKD	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	65	0.119881						0.360248			-374.308			34567.5		138	0.869565		NOPULLBACK (no pullback: next bar after the breach close (report-only)), label close, NKD: n 161 of 1343 formed, coverage 0.1199, mean -151.1180 median -255.0000, P(cert>0) 0.3789 [0.3076, 0.4558], usd/day -374.3077 = -0.2495 rung; seated replay -202.1923 usd/day, mean-2SE -529.6122, clears rung False; max binding MDD 20297.5000 clears False; neighbours agree True; letter REPORT-ONLY (no letter)
sweep23-009	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	NOPULLBACK/close/SI	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	64	0.0709516							0.305882			138.281			4947.5	138	0.185407		NOPULLBACK (no pullback: next bar after the breach close (report-only)), label close, SI: n 85 of 1198 formed, coverage 0.0710, mean 104.1176 median -92.5000, P(cert>0) 0.4353 [0.3350, 0.5412], usd/day 138.2812 = 0.0922 rung; seated replay 140.5078 usd/day, mean-2SE -101.7919, clears rung False; max binding MDD 20297.5000 clears False; neighbours agree True; letter REPORT-ONLY (no letter)
sweep23-010	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	NOPULLBACK/1800/HG	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	66	0.0952762					0.0252101			-105.511			6963.75			138	0.796602		NOPULLBACK (no pullback: next bar after the breach close (report-only)), label 1800, HG: n 119 of 1249 formed, coverage 0.0953, mean -58.5189 median -42.5000, P(cert>0) 0.3782 [0.2961, 0.4678], usd/day -105.5114 = -0.0528 rung; seated replay -88.4091 usd/day, mean-2SE -238.2225, clears rung False; max binding MDD 20297.5000 clears False; neighbours agree True; letter REPORT-ONLY (no letter)
sweep23-011	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	NOPULLBACK/1800/NKD	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	65	0.119881						0.0496894			-107.385			8972.5		138	0.869565		NOPULLBACK (no pullback: next bar after the breach close (report-only)), label 1800, NKD: n 161 of 1343 formed, coverage 0.1199, mean -43.3540 median -30.0000, P(cert>0) 0.4534 [0.3785, 0.5305], usd/day -107.3846 = -0.0716 rung; seated replay -202.1923 usd/day, mean-2SE -529.6122, clears rung False; max binding MDD 20297.5000 clears False; neighbours agree True; letter REPORT-ONLY (no letter)
sweep23-012	2026-08-28T01:17:39+00:00	F20-STRUCTBREAK	NOPULLBACK/1800/SI	"{""barrier_cuts"": {""quartile"": 75.0, ""tercile"": 66.66666666666667}, ""cancel_clip"": [3, 90], ""clauses"": [""LIVE"", ""K1"", ""K2"", ""K3"", ""UNRESOLVED""], ""control_draws"": 2000, ""depth_clip"": [0.05, 0.95], ""impulse_cuts"": {""median"": 50.0, ""p60"": 60.0}, ""impulse_horizon_s"": 1800, ""labels"": [""close"", ""1800""], ""letter_lines"": [""PULLBACK""], ""lines"": [""PULLBACK"", ""NOPULLBACK""], ""live_cell"": [""tercile"", ""median""], ""max_episode_bars"": 90, ""min_prior_days"": 25, ""portfolio_cap"": 12, ""q_cancel"": 50.0, ""q_depth"": 50.0, ""q_zone"": 75.0, ""sign_draws"": 10000}"	635bc537fc1d848de23936e18fac5a808759cad050a2bb6e4ce6237137f05f40	5c72e902c5a1d977d326a604cf29378d60b2d2b3bd819ba3186c52b9a044e712	b6d2decb1f3d6495e003a1a29a229195f4d4c1bdc0134d4195a1cc2c1c38f08f	64df3f7006ae02445de56f13ddd1f563a0db50f96eaec60e6a7a760e9901a720	20260827	sweep22-033	none: parent-preregistered break-pullback formation, one monotone selector fixed by the parent, fold-trained thresholds, no model search	64	0.0709516							0.0941176			-18.9453			4237.5	138	0.185407		NOPULLBACK (no pullback: next bar after the breach close (report-only)), label 1800, SI: n 85 of 1198 formed, coverage 0.0710, mean -14.2647 median 7.5000, P(cert>0) 0.5176 [0.4130, 0.6208], usd/day -18.9453 = -0.0126 rung; seated replay 140.5078 usd/day, mean-2SE -101.7919, clears rung False; max binding MDD 20297.5000 clears False; neighbours agree True; letter REPORT-ONLY (no letter)
