# E6 EXTRACTION companion — see provenance/port_m2/E6_EXTRACTION.md and design/TEACHER_FEATURES_V1.md
# target = panel_score.outcome(rep_cid)['winner_close'] (D-021)
stratum	date8	block	episode_id	asset	side	sec	phase	cls	call	src	p	reader_stated_reason	cert_close_usd	mae	walled	winner	oracle_seat	cues_present	unspent_phase_usd	cov_phase	runway_phase	near_d	min_tc_near	extreme_age	f5m_sflow	fph_sflow	n_ev_60	rv60	rv1800	trap_ab	trap_bl	spread_dec	ladder_pos
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E14	SI	S	04:00	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.022	stale+wide	3232.50	112.50	0	1	0	expanding,capacity_spent,wide_spread,stale_extreme	-54.3	102.6	17968	75	1	14432	15	-584	540	75	475.2	6590	1141	50	at_or_above_q50
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E13	SI	S	03:46	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.045	stale+flow	3195.00	300.00	0	1	0	one_sided_flow,expanding,capacity_spent,stale_extreme	-54.3	102.6	18830	-108.1	.	13570	-5	-579	601	89.3	505	6583	898	25	at_or_above_q50
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E15	SI	S	04:13	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.032	stale+flow+wide	3157.50	175.00	0	1	0	one_sided_flow,expanding,capacity_spent,wide_spread,stale_extreme	-54.3	102.6	17186	-70.6	1	15214	-12	-598	485	62.5	429.9	7258	745	50	at_or_above_q50
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E18	SI	S	04:43	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.045	stale+level_held+flow+wide	3132.50	187.50	0	1	0	level_tested_held,one_sided_flow,expanding,capacity_spent,wide_spread,stale_extreme	-54.3	102.6	15413	-45.6	1	16987	-47	-604	279	53	311.5	7561	1054	50	at_or_above_q50
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E20	SI	S	04:55	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	stale+level_held+flow	3120.00	62.50	0	1	0	level_tested_held,one_sided_flow,expanding,capacity_spent,stale_extreme	-54.3	102.6	14664	-33.1	1	17736	-26	-670	324	67.3	344.6	7909	1135	25	at_or_above_q50
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E19	SI	S	04:46	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.045	stale+level_held+flow+wide	3107.50	212.50	0	1	0	level_tested_held,one_sided_flow,flow_strong,poc_magnet,expanding,capacity_spent,wide_spread,stale_extreme	-54.3	102.6	15220	-20.6	1	17180	-50	-636	303	61.2	313	7789	888	50	at_or_above_q50
BLIND_SKIPPED_WINNER	20240422	BLIND	SI-20240422-S-E16	SI	S	04:16	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	stale+level_held+flow	3095.00	237.50	0	1	0	level_at_price,level_tested_held,one_sided_flow,poc_magnet,expanding,capacity_spent,stale_extreme	-54.3	102.6	17029	-8.1	1	15371	-1	-594	218	55.9	419.6	7667	489	25	at_or_above_q50
BLIND_SKIPPED_WINNER	20240419	BLIND	NKD-20240419-S-E01	NKD	S	00:24	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	fresh+flow+wide	3082.50	12.50	0	1	1	phase_open_reset,capacity_big,fresh_extreme,wide_spread	2135	11	29157	-37.5	0	225	-1	2	0	0	185.8	6	3	75	below_q10
BLIND_SKIPPED_WINNER	20240419	BLIND	NKD-20240419-S-E02	NKD	S	00:54	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.032	wide	2945.00	25.00	0	1	0	phase_open_reset,capacity_big,wide_spread	2085	13	27320	50	0	2062	0	1	46	37.5	97.6	22	1	50	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E92	HG	S	14:14	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.091	level_held+flow	-430.00	125.00	0	0	0	phase_open_reset,capacity_big,level_at_price,level_tested_held,poc_magnet	1144	24.1	31504	-4.5	9	4494	-18	864	864	50.8	235.3	4198	66	25	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E93	HG	S	14:31	NY	NEWS-WINDOW	SKIP	RUBRIC	0.045	level_held+flow_against	-386.25	12.50	0	0	0	phase_open_reset,capacity_big,level_tested_held,flow_flip,poc_magnet	1051	30.3	30506	25	9	5492	61	1275	500	43.3	262.7	4538	1507	12.5	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E90	HG	S	13:53	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	level_held	-336.25	237.50	0	0	0	phase_open_reset,capacity_big,level_tested_held,flow_flip	1263	16.2	32779	15.3	9	3219	9	489	416	41	217.5	2227	12	12.5	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E91	HG	S	14:09	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.032	flow_against	-248.75	62.50	0	0	0	phase_open_reset,capacity_big,flow_flip	1263	16.2	31821	38.2	0	4177	117	852	874	52.3	228.9	2429	1307	12.5	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E89	HG	S	13:38	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.032	flow_against	-242.50	143.75	0	0	0	phase_open_reset,capacity_big	1338	11.2	33696	31.9	0	2302	56	319	259	44.2	198.9	1235	110	25	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E86	HG	S	13:15	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.032	flow_against	-223.75	125.00	0	0	0	phase_open_reset,capacity_big	1338	11.2	35083	13.2	0	915	36	148	275	23.4	193	501	107	12.5	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E87	HG	S	13:21	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.045	base	-223.75	125.00	0	0	0	phase_open_reset,capacity_big,flow_flip	1338	11.2	34712	13.2	0	1286	16	182	367	33.1	186	606	217	12.5	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E88	HG	S	13:31	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	flow	-198.75	100.00	0	0	0	phase_open_reset,capacity_big,level_at_price,flow_flip	1338	11.2	34094	2.5	0	1904	3	251	272	26.5	186.4	654	465	12.5	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240422	BLIND	SI-20240422-S-E46	SI	S	09:10	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.091	fresh+flow	-142.50	875.00	0	0	0	phase_open_reset,capacity_big,one_sided_flow,fresh_extreme,poc_magnet,NAMED_TRIAD	1138	16.5	13797	42.5	0	276	-11	-12	336	77.1	657.6	360	0	25	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E63	HG	S	09:36	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	flow	-80.00	243.75	0	0	0	phase_open_reset,one_sided_flow,flow_strong,poc_magnet,NAMED_TRIAD	654.5	34	12236	14.1	0	1396	-66	-15	580	77.8	431.3	1295	1017	25	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240422	BLIND	SI-20240422-S-E48	SI	S	09:17	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.091	fresh+flow	-42.50	775.00	0	0	0	phase_open_reset,capacity_big,level_at_price,one_sided_flow,fresh_extreme,poc_magnet,NAMED_TRIAD	1064	22	13335	-7.5	0	738	-22	-31	658	113.9	578	362	318	25	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240422	BLIND	SI-20240422-S-E47	SI	S	09:12	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.064	fresh+flow+wide	-30.00	762.50	0	0	0	phase_open_reset,capacity_big,one_sided_flow,fresh_extreme,poc_magnet,wide_spread,NAMED_TRIAD	1064	22	13630	-20	0	443	-2	-10	922	79.1	613.3	198	227	50	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-S-E64	HG	S	09:39	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.091	flow+fuel	-23.75	187.50	0	0	0	phase_open_reset,level_at_price,one_sided_flow,fuel_trapped,poc_magnet,NAMED_TRIAD	654.5	34	12022	3.3	0	1610	-44	-8	269	44.6	402.4	614	1978	12.5	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240422	BLIND	SI-20240422-S-E51	SI	S	09:42	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.091	flow+fuel	-17.50	750.00	0	0	0	phase_open_reset,one_sided_flow,fuel_trapped,tmz_burst,NAMED_TRIAD	926	32.1	11872	17.1	0	2201	-48	-64	621	62.5	505.9	468	1173	25	below_q10
BLIND_SKIP_CUED_CLEAN_LOSER	20240423	BLIND	HG-20240423-L-E56	HG	L	09:10	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.091	fresh+flow	-5.00	850.00	0	0	0	phase_open_reset,level_at_price,one_sided_flow,fresh_extreme,NAMED_TRIAD	810.8	18.3	13760	9.5	0	326	23	27	476	69	395.9	137	528	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240419	BLIND	NKD-20240419-S-E68	NKD	S	08:43	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+level_held+flow+fuel+wide	-955.00	1937.50	1	0	0	phase_open_reset,level_tested_held,one_sided_flow,fresh_extreme,fuel_trapped,tmz_burst,wide_spread,NAMED_TRIAD	449.8	52.6	15387	-34.9	1	309	-23	-49	51	77.1	507.8	12	101	50	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240419	BLIND	NKD-20240419-L-E94	NKD	L	13:26	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+level_held+flow	-955.00	150.00	1	0	0	phase_open_reset,capacity_big,level_at_price,level_tested_held,one_sided_flow,fresh_extreme,poc_magnet,tmz_burst,NAMED_TRIAD	1989	14.5	34412	-7	3	771	6	6	555	58.6	350.4	8	90	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240423	BLIND	NKD-20240423-S-E63	NKD	S	13:22	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+level_held+flow	-955.00	50.00	1	0	0	phase_open_reset,capacity_big,level_tested_held,one_sided_flow,fresh_extreme,NAMED_TRIAD	2042	10.4	34664	-31.3	10	565	-2	-11	150	51.5	217.6	42	2	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240419	BLIND	HG-20240419-S-E03	HG	S	00:38	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+level_held+flow	-930.00	1275.00	1	0	0	phase_open_reset,capacity_big,level_tested_held,one_sided_flow,flow_strong,fresh_extreme,poc_magnet,tmz_burst,NAMED_TRIAD	1150	21.7	30101	-18.8	1	540	-115	-157	410	38.5	137.2	622	19	12.5	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240419	BLIND	SI-20240419-L-E49	SI	L	09:16	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+level_held+flow	-930.00	2200.00	1	0	0	phase_open_reset,level_tested_held,one_sided_flow,fresh_extreme,poc_magnet,NAMED_TRIAD	996.7	24.6	13424	-37.5	9	857	11	5	882	80	513.1	223	486	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240419	BLIND	SI-20240419-L-E51	SI	L	09:35	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+flow+fuel	-930.00	1875.00	1	0	0	phase_open_reset,one_sided_flow,fresh_extreme,fuel_trapped,poc_magnet,NAMED_TRIAD	784.2	40.7	12263	-12.5	0	298	26	14	308	45.1	442.6	1141	139	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240419	BLIND	SI-20240419-S-E81	SI	S	13:54	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+flow+fuel	-930.00	12.50	1	0	0	phase_open_reset,capacity_big,one_sided_flow,fresh_extreme,fuel_trapped,NAMED_TRIAD	2299	25.5	32707	-12.5	0	644	-3	-162	466	53	413.4	723	1699	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240419	BLIND	SI-20240419-S-E86	SI	S	14:34	NY	NEWS-WINDOW	SKIP	RUBRIC	0.129	fresh+level_held+fuel	-930.00	450.00	1	0	0	phase_open_reset,capacity_big,level_tested_held,flow_flip,fresh_extreme,fuel_trapped	1762	42.9	30341	-12.5	8	184	10	-128	1101	63.7	564.9	288	6127	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240422	BLIND	SI-20240422-L-E02	SI	L	00:07	TOKYO	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+flow+burst	-930.00	0.00	1	0	0	phase_open_reset,capacity_big,fresh_extreme,event_burst,poc_magnet,tmz_burst	1233	41.5	31946	-12.5	0	355	64	-6	437	152.6	359.9	238	635	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240423	BLIND	SI-20240423-L-E38	SI	L	09:12	LONDON	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+level_held+flow	-930.00	1000.00	1	0	0	phase_open_reset,capacity_big,level_at_price,level_tested_held,one_sided_flow,fresh_extreme,NAMED_TRIAD	1138	19.5	13633	-5.4	10	433	19	18	401	70.7	668.5	0	360	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240423	BLIND	SI-20240423-S-E54	SI	S	13:31	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+flow+fuel	-930.00	0.00	1	0	0	phase_open_reset,capacity_big,fresh_extreme,fuel_trapped	2080	21.7	34114	11.2	0	279	-17	118	295	58.6	397.3	226	1282	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240422	BLIND	HG-20240422-S-E01	HG	S	00:01	TOKYO	OPEN-DYNAMICS	SKIP	RUBRIC	0.129	fresh+flow+burst	-917.50	1487.50	1	0	0	phase_open_reset,capacity_big,one_sided_flow,fresh_extreme,event_burst,tmz_burst,NAMED_TRIAD	1565	11.6	32318	-37.5	0	29	-45	-45	560	100.6	124.7	252	56	25	below_q10
BLIND_SKIP_CUED_WALLED_LOSER	20240422	BLIND	HG-20240422-L-E83	HG	L	13:00	NY	REVERSAL-CONFIRMATION	SKIP	RUBRIC	0.129	fresh+level_held+flow	-917.50	50.00	1	0	0	phase_open_reset,capacity_big,level_tested_held,fresh_extreme	1348	0.9	35964	59.1	6	33	35	-1	313	33.7	189.8	0	19	12.5	below_q10
