ep	asset	sec	side	p	call	src	compl	why
SI-20240118-S-E82	SI	21:49	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E108	NK	21:49	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E118	NK	21:57	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E109	NK	21:58	L	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E119	NK	22:02	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-S-E120	NK	22:07	S	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-S-E106	HG	22:12	S	0.010	SKIP	RUBRIC	-	no_room
NKD-20240118-L-E110	NK	22:23	L	0.010	SKIP	RUBRIC	-	no_room
SI-20240118-L-E74	SI	22:33	L	0.010	SKIP	RUBRIC	-	no_room
HG-20240118-L-E92	HG	22:35	L	0.010	SKIP	RUBRIC	-	no_room
