# PORT M2 port m2 EXIT CENSUS 2 — exit rules priced on the agreement-selected books (E3-E7 develop; prop constraints enforced in code) (lane=port-m2-exits2; version=PORT-M2-EXITCENSUS2-V1; seed=20260813)
# E8 QUARANTINE: every fit, threshold and selection in this file is made on E3-E7 only; E8 rows are ONE labeled blind read and were never an input to any choice.
# PROP LAW, ENFORCED IN CODE: no exit before 1800 seconds (30 minutes) of hold.  `_check_holds` REFUSES the stage if any priced seat holds less than that with the phase close still open, so a hold shorter than 30 minutes can only be the phase close itself arriving.  Every rule is POSITION MANAGEMENT on an open trade; no microscalp is expressible.
# The $900 wall and the phase-close contract stay in force.  A rule may only move the exit EARLIER than the phase close; the wall always wins if it reaches the position first.
# THE SEAT SET IS HELD FIXED across every rule.  Earlier exits free occupancy, so re-seating could only ADD trades; not counting them is the conservative choice and is declared, not hidden.
# d_* columns are deltas against the PHASE-CLOSE baseline on the SAME book and the SAME seats.  d_usd_per_session_displaced is the same rule's hold-time distribution randomly re-assigned across seats (same timing, no path information); d_minus_displaced is the information the rule actually adds.  A rule whose d_minus_displaced is ~0 is a hold-length artefact.
# capture_of_ceiling = usd_per_session / the ENTRY FORESIGHT ceiling (the per-session one-position DP over every candidate, phase-close contract) -- what perfect ENTRY selection is worth.  capture_of_full_ceiling uses the anchored ORACLE legs, i.e. perfect entries AND perfect exits (clairvoyant; an outer bound nobody can trade).
# TARGETS ON THE TABLE FACE: floor $2000/session/asset (floor_2000); aim $2500-3000 (aim_2500_3000).
# FAMILY 3 (PARTIAL BANK) IS NOT DEPLOYABLE AT ONE CONTRACT -- you cannot sell half a contract.  Its rows are the two-contract-equivalent (each half carries half the gross, the round-trip cost charged once, the second exit's own slippage NOT charged) and are a SIZING QUESTION FOR THE USER, never a drop-in rule.
era	asset	book_tau	family	rule	knob	n_seats	n_sessions	usd_per_trade	usd_per_session	d_usd_per_trade	d_usd_per_session	d_usd_per_session_displaced	d_minus_displaced	win_rate	d_win_rate	wall_stopped_rate	d_wall_stopped_rate	mean_giveback_usd	frac_triggered	hold_min_s	hold_p10_s	hold_p50_s	hold_mean_s	dd_p50	dd_p90	dd_max	frac_sessions_dd_over_1000	d_frac_sessions_dd_over_1000	weekly_pnl_mean	weekly_pnl_p10	losing_week_frac	entry_foresight_ceiling	capture_of_ceiling	full_ceiling	capture_of_full_ceiling	floor_2000	aim_2500_3000	thin_book
E5	ALL	0.85	1-MID-HOLD-DISQ	MHD_BELOW600_AND_FLOW05	-$600 AND flow (later of the two)	119	105	569.16	645.05	1.89	2.15	-47.82	49.97	0.8992	0.0	0.0	-0.0084	301.63	0.0168	4138	9262	16784	19207	0.0	3.0	605.0	0.0	0.0	2605.0	870.62	0.0	2479.48	0.2602	1813.04	0.3558			
E5	ALL	0.85	2-STRUCTURE-TRAIL	TRAIL_A600_W30	arm at +$600, stop behind the 30min extreme	119	105	456.19	517.01	-111.08	-125.89	-94.26	-31.63	0.9076	0.0084	0.0	-0.0084	275.58	0.5378	2381	4675	9632	10870	0.0	0.0	505.0	0.0	0.0	2087.93	907.5	0.0	2479.48	0.2085	1813.04	0.2852			
E5	ALL	0.85	2-STRUCTURE-TRAIL	TRAIL_A600_W60	arm at +$600, stop behind the 60min extreme	119	105	487.38	552.37	-79.89	-90.53	-75.7	-14.83	0.9076	0.0084	0.0	-0.0084	315.49	0.4958	4138	6904	10789	12631	0.0	0.0	505.0	0.0	0.0	2230.72	813.75	0.0	2479.48	0.2228	1813.04	0.3047			
E5	ALL	0.85	2-STRUCTURE-TRAIL	TRAIL_A900_W30	arm at +$900, stop behind the 30min extreme	119	105	509.34	577.25	-57.93	-65.65	-61.81	-3.84	0.9076	0.0084	0.0	-0.0084	277.89	0.3445	3048	5666	11713	13693	0.0	0.0	505.0	0.0	0.0	2331.2	870.62	0.0	2479.48	0.2328	1813.04	0.3184			
E5	ALL	0.85	2-STRUCTURE-TRAIL	TRAIL_A900_W60	arm at +$900, stop behind the 60min extreme	119	105	530.35	601.06	-36.92	-41.84	-58.72	16.88	0.9076	0.0084	0.0	-0.0084	300.32	0.3193	4138	7074	12665	14723	0.0	0.0	505.0	0.0	0.0	2427.36	847.5	0.0	2479.48	0.2424	1813.04	0.3315			
E5	ALL	0.85	2-STRUCTURE-TRAIL	TRAIL_A1200_W30	arm at +$1200, stop behind the 30min extreme	119	105	531.61	602.49	-35.66	-40.41	-56.94	16.53	0.9076	0.0084	0.0	-0.0084	289.97	0.2017	4138	7074	12923	15594	0.0	0.0	505.0	0.0	0.0	2433.12	870.62	0.0	2479.48	0.243	1813.04	0.3323			
E5	ALL	0.85	2-STRUCTURE-TRAIL	TRAIL_A1200_W60	arm at +$1200, stop behind the 60min extreme	119	105	538.86	610.7	-28.41	-32.2	-55.61	23.41	0.9076	0.0084	0.0	-0.0084	302.0	0.1933	4138	7835	13383	16125	0.0	0.0	505.0	0.0	0.0	2466.3	870.62	0.0	2479.48	0.2463	1813.04	0.3368			
E5	ALL	0.85	4-TIME-DECAY	TIME120_T150	at entry+120min below +$150 -> exit at market	119	105	548.31	621.42	-18.96	-21.48	-45.18	23.7	0.9076	0.0084	0.0084	0.0	302.89	0.1849	4138	7200	13582	17537	0.0	3.0	930.0	0.0	0.0	2509.57	763.75	0.0	2479.48	0.2506	1813.04	0.3428			
E5	ALL	0.85	4-TIME-DECAY	TIME120_T300	at entry+120min below +$300 -> exit at market	119	105	520.0	589.33	-47.27	-53.57	-63.63	10.06	0.916	0.0168	0.0084	0.0	292.96	0.3697	4138	7200	10789	15398	0.0	0.0	930.0	0.0	0.0	2380.0	813.75	0.0	2479.48	0.2377	1813.04	0.3251			
E5	ALL	0.85	4-TIME-DECAY	TIME180_T150	at entry+180min below +$150 -> exit at market	119	105	552.46	626.12	-14.81	-16.78	-46.05	29.27	0.8992	0.0	0.0084	0.0	310.5	0.1261	4138	9631	14130	18433	0.0	27.5	930.0	0.0	0.0	2528.56	782.5	0.0	2479.48	0.2525	1813.04	0.3453			
E5	ALL	0.85	4-TIME-DECAY	TIME180_T300	at entry+180min below +$300 -> exit at market	119	105	534.97	606.3	-32.3	-36.6	-56.08	19.48	0.9076	0.0084	0.0084	0.0	309.45	0.2437	4138	9631	10900	17056	0.0	25.5	930.0	0.0	0.0	2448.51	782.5	0.0	2479.48	0.2445	1813.04	0.3344			
E5	ALL	0.85	5-COMBINATION	CMB_B600_TRAIL600_30	-$600 cut OR trail(+$600,30min)	119	105	455.35	516.06	-111.92	-126.84	-109.44	-17.4	0.9076	0.0084	0.0	-0.0084	275.26	0.5462	2381	4675	9629	10815	0.0	0.0	605.0	0.0	0.0	2084.09	907.5	0.0	2479.48	0.2081	1813.04	0.2846			
E5	ALL	0.85	5-COMBINATION	CMB_FLOW05_TRAIL600_30	flow cut OR trail(+$600,30min)	119	105	318.74	361.24	-248.53	-281.66	-223.34	-58.32	0.8151	-0.0841	0.0	-0.0084	256.36	0.9412	1848	2379	4678	5755	0.0	80.0	280.0	0.0	0.0	1458.85	452.5	0.0	2479.48	0.1457	1813.04	0.1992			
E5	ALL	0.85	5-COMBINATION	CMB_B600_TRAIL600_60	-$600 cut OR trail(+$600,60min)	119	105	486.54	551.42	-80.73	-91.48	-72.85	-18.63	0.9076	0.0084	0.0	-0.0084	315.18	0.5042	4138	6831	10739	12575	0.0	0.0	605.0	0.0	0.0	2226.88	813.75	0.0	2479.48	0.2224	1813.04	0.3041			
E5	ALL	0.85	5-COMBINATION	CMB_FLOW05_TRAIL600_60	flow cut OR trail(+$600,60min)	119	105	338.07	383.14	-229.2	-259.76	-222.71	-37.05	0.8151	-0.0841	0.0	-0.0084	261.82	0.9412	1848	2411	4962	6159	0.0	80.0	280.0	0.0	0.0	1547.31	476.25	0.0	2479.48	0.1545	1813.04	0.2113			
E5	ALL	0.85	5-COMBINATION	CMB_B600_TRAIL900_30	-$600 cut OR trail(+$900,30min)	119	105	508.5	576.3	-58.77	-66.6	-70.4	3.8	0.9076	0.0084	0.0	-0.0084	277.57	0.3529	3048	5589	11713	13638	0.0	0.0	605.0	0.0	0.0	2327.36	870.62	0.0	2479.48	0.2324	1813.04	0.3179			
E5	ALL	0.85	5-COMBINATION	CMB_FLOW05_TRAIL900_30	flow cut OR trail(+$900,30min)	119	105	325.04	368.38	-242.23	-274.52	-221.07	-53.45	0.8151	-0.0841	0.0	-0.0084	262.34	0.9412	1848	2411	4758	5936	0.0	80.0	280.0	0.0	0.0	1487.69	476.25	0.0	2479.48	0.1486	1813.04	0.2032			
E5	ALL	0.85	5-COMBINATION	CMB_B600_TRAIL900_60	-$600 cut OR trail(+$900,60min)	119	105	529.51	600.11	-37.76	-42.79	-70.69	27.9	0.9076	0.0084	0.0	-0.0084	300.0	0.3277	4138	6971	12665	14668	0.0	0.0	605.0	0.0	0.0	2423.51	847.5	0.0	2479.48	0.242	1813.04	0.331			
E5	ALL	0.85	5-COMBINATION	CMB_FLOW05_TRAIL900_60	flow cut OR trail(+$900,60min)	119	105	343.53	389.33	-223.74	-253.57	-201.3	-52.27	0.8151	-0.0841	0.0	-0.0084	258.67	0.9412	1848	2411	4962	6189	0.0	80.0	280.0	0.0	0.0	1572.31	476.25	0.0	2479.48	0.157	1813.04	0.2147			
E5	ALL	0.85	5-COMBINATION	CMB_B600_TIME180_300	-$600 cut OR time-decay(180min,+$300)	119	105	535.39	606.77	-31.88	-36.13	-46.47	10.34	0.9076	0.0084	0.0	-0.0084	307.88	0.2437	4138	9262	10900	16988	0.0	25.5	605.0	0.0	0.0	2450.43	782.5	0.0	2479.48	0.2447	1813.04	0.3347			
E5	ALL	0.85	5-COMBINATION	CMB_TRIPLE	-$600 OR trail(+$900,60min) OR time(180,+$300)	119	105	497.1	563.38	-70.17	-79.52	-78.72	-0.8	0.916	0.0168	0.0	-0.0084	304.88	0.5378	4138	6971	10800	12565	0.0	0.0	605.0	0.0	0.0	2275.19	782.5	0.0	2479.48	0.2272	1813.04	0.3107			
E5	ALL	0.85	5-COMBINATION	CMB_FLOW_TRAIL_TIME	flow OR trail(+$600,60min) OR time(180,+$300)	119	105	330.87	374.99	-236.4	-267.91	-205.46	-62.45	0.8151	-0.0841	0.0	-0.0084	259.45	0.9496	1848	2411	4962	5746	0.0	80.0	280.0	0.0	0.0	1514.38	477.5	0.0	2479.48	0.1512	1813.04	0.2068			
E5	ALL	0.85	5-COMBINATION	CMB_ANY3_TRAIL900_60	any-3 disqualification OR trail(+$900,60)	119	105	342.48	388.14	-224.79	-254.76	-219.84	-34.92	0.8151	-0.0841	0.0	-0.0084	259.19	0.9412	1848	2411	4905	6168	0.0	80.0	255.0	0.0	0.0	1567.5	466.25	0.0	2479.48	0.1565	1813.04	0.2141			
E5	ALL	0.85	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B900	half off at +$900, remainder to phase close	119	105	541.61	613.83	-25.66	-29.07	-47.55	18.48	0.8992	0.0	0.0084	0.0	330.33	0.3697	4138	9589	16784	19263	0.0	3.0	505.0	0.0	0.0	2478.92	870.62	0.0	2479.48	0.2476	1813.04	0.3386			
E5	ALL	0.85	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B1200	half off at +$1200, remainder to phase close	119	105	558.58	633.05	-8.69	-9.85	-46.71	36.86	0.9076	0.0084	0.0084	0.0	313.37	0.2185	4138	9589	16784	19263	0.0	0.0	505.0	0.0	0.0	2556.56	870.62	0.0	2479.48	0.2553	1813.04	0.3492			
E5	SI	0.85	0-BASELINE	PHASE_CLOSE	ride to phase close, $900 wall	42	35	544.4	653.29	0.0	0.0	0.0	0.0	0.7619	0.0	0.0238	0.0	410.42	0.0	6955	9958	16816	18777	0.0	300.5	930.0	0.0	0.0	1143.25	-86.25	0.15	2557.36	0.2555	2388.21	0.2735			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_STRUCT_0.05ATR	reclaim level lost by 0.05 ATR	42	35	556.01	667.21	11.61	13.92	-33.4	47.32	0.7381	-0.0238	0.0	-0.0238	359.52	0.1905	1800	4780	14527	16588	0.0	200.0	285.0	0.0	0.0	1167.62	-86.25	0.15	2557.36	0.2609	2388.21	0.2794			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_STRUCT_0.10ATR	reclaim level lost by 0.10 ATR	42	35	564.64	677.57	20.24	24.28	-30.67	54.95	0.7619	0.0	0.0	-0.0238	385.42	0.119	3825	7109	15805	17281	0.0	265.0	360.0	0.0	0.0	1185.75	-96.25	0.15	2557.36	0.2649	2388.21	0.2837			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_STRUCT_0.20ATR	reclaim level lost by 0.20 ATR	42	35	549.46	659.36	5.06	6.07	-30.32	36.39	0.7619	0.0	0.0	-0.0238	402.08	0.0714	4789	8614	16462	18059	0.0	300.5	605.0	0.0	0.0	1153.88	-86.25	0.15	2557.36	0.2578	2388.21	0.2761			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_FLOW15_LOOSE	15min no new high + net down (LOOSE)	42	35	295.6	354.71	-248.8	-298.58	-306.08	7.5	0.7143	-0.0476	0.0	-0.0238	198.81	1.0	1800	1803	2484	2928	0.0	50.0	205.0	0.0	0.0	620.75	116.25	0.1	2557.36	0.1387	2388.21	0.1485			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_FLOW15_0.05ATR	15min against, >=0.05 ATR given up	42	35	383.99	460.79	-160.41	-192.5	-104.74	-87.76	0.7619	0.0	0.0	-0.0238	343.45	0.9524	1848	2931	5539	5981	0.0	89.5	230.0	0.0	0.0	806.38	-57.5	0.15	2557.36	0.1802	2388.21	0.1929			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_FLOW15_0.10ATR	15min against, >=0.10 ATR given up	42	35	377.74	453.29	-166.66	-200.0	-80.05	-119.95	0.7381	-0.0238	0.0	-0.0238	380.06	0.6905	1848	3456	7149	8213	0.0	130.0	305.0	0.0	0.0	793.25	-57.5	0.15	2557.36	0.1772	2388.21	0.1898			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_FLOW15_0.25ATR	15min against, >=0.25 ATR given up	42	35	506.31	607.57	-38.09	-45.72	-23.58	-22.14	0.7857	0.0238	0.0	-0.0238	416.96	0.2381	4893	6821	12928	13885	0.0	130.0	642.5	0.0	0.0	1063.25	-81.25	0.15	2557.36	0.2376	2388.21	0.2544			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_BELOW400	sits below -$400	42	35	554.52	665.43	10.12	12.14	-21.25	33.39	0.7619	0.0	0.0	-0.0238	397.02	0.0714	4702	8145	16462	18041	0.0	300.5	605.0	0.0	0.0	1164.5	-86.25	0.15	2557.36	0.2602	2388.21	0.2786			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_BELOW600	sits below -$600	42	35	549.76	659.71	5.36	6.42	-15.76	22.18	0.7619	0.0	0.0	-0.0238	401.79	0.0476	4889	8679	16462	18111	0.0	300.5	605.0	0.0	0.0	1154.5	-86.25	0.2	2557.36	0.258	2388.21	0.2762			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_FLOW05_OR_B600	flow OR -$600	42	35	383.99	460.79	-160.41	-192.5	-131.48	-61.02	0.7619	0.0	0.0	-0.0238	343.45	0.9524	1848	2931	5539	5981	0.0	89.5	230.0	0.0	0.0	806.38	-57.5	0.15	2557.36	0.1802	2388.21	0.1929			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_FLOW05_OR_B400	flow OR -$400	42	35	383.99	460.79	-160.41	-192.5	-151.34	-41.16	0.7619	0.0	0.0	-0.0238	343.45	0.9524	1848	2931	5539	5981	0.0	89.5	230.0	0.0	0.0	806.38	-57.5	0.15	2557.36	0.1802	2388.21	0.1929			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_STRUCT10_OR_FLOW05	struct .10 OR flow	42	35	380.42	456.5	-163.98	-196.79	-135.58	-61.21	0.7619	0.0	0.0	-0.0238	345.54	0.9524	1848	2931	5300	5924	0.0	97.0	242.5	0.0	0.0	798.88	-57.5	0.15	2557.36	0.1785	2388.21	0.1911			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_ANY3	struct .10 OR flow OR -$600	42	35	380.42	456.5	-163.98	-196.79	-106.08	-90.71	0.7619	0.0	0.0	-0.0238	345.54	0.9524	1848	2931	5300	5924	0.0	97.0	242.5	0.0	0.0	798.88	-57.5	0.15	2557.36	0.1785	2388.21	0.1911			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_STRUCT10_AND_FLOW05	struct .10 AND flow (later of the two)	42	35	568.21	681.86	23.81	28.57	-38.53	67.1	0.7619	0.0	0.0	-0.0238	383.33	0.119	4530	7109	15805	17337	0.0	230.0	360.0	0.0	0.0	1193.25	-81.25	0.15	2557.36	0.2666	2388.21	0.2855			
E5	SI	0.85	1-MID-HOLD-DISQ	MHD_BELOW600_AND_FLOW05	-$600 AND flow (later of the two)	42	35	549.76	659.71	5.36	6.42	-4.6	11.02	0.7619	0.0	0.0	-0.0238	401.79	0.0476	4889	8679	16462	18111	0.0	300.5	605.0	0.0	0.0	1154.5	-86.25	0.2	2557.36	0.258	2388.21	0.2762			
E5	SI	0.85	2-STRUCTURE-TRAIL	TRAIL_A600_W30	arm at +$600, stop behind the 30min extreme	42	35	410.77	492.93	-133.63	-160.36	-90.23	-70.13	0.7857	0.0238	0.0	-0.0238	387.8	0.6429	2381	3873	8094	9110	0.0	162.5	505.0	0.0	0.0	862.62	23.5	0.1	2557.36	0.1927	2388.21	0.2064			
E5	SI	0.85	2-STRUCTURE-TRAIL	TRAIL_A600_W60	arm at +$600, stop behind the 60min extreme	42	35	482.2	578.64	-62.2	-74.65	-47.73	-26.92	0.7857	0.0238	0.0	-0.0238	431.85	0.5476	4586	6916	10527	11513	0.0	162.5	505.0	0.0	0.0	1012.62	23.5	0.1	2557.36	0.2263	2388.21	0.2423			
E5	SI	0.85	2-STRUCTURE-TRAIL	TRAIL_A900_W30	arm at +$900, stop behind the 30min extreme	42	35	468.81	562.57	-75.59	-90.72	-1.48	-89.24	0.7857	0.0238	0.0	-0.0238	400.0	0.4048	3802	5606	11190	11793	0.0	150.0	505.0	0.0	0.0	984.5	23.5	0.1	2557.36	0.22	2388.21	0.2356			
E5	SI	0.85	2-STRUCTURE-TRAIL	TRAIL_A900_W60	arm at +$900, stop behind the 60min extreme	42	35	511.07	613.29	-33.33	-40.0	-18.26	-21.74	0.7857	0.0238	0.0	-0.0238	421.43	0.381	6431	7109	12186	13132	0.0	150.0	505.0	0.0	0.0	1073.25	23.5	0.1	2557.36	0.2398	2388.21	0.2568			
E5	SI	0.85	2-STRUCTURE-TRAIL	TRAIL_A1200_W30	arm at +$1200, stop behind the 30min extreme	42	35	504.52	605.43	-39.88	-47.86	-43.62	-4.24	0.7857	0.0238	0.0	-0.0238	405.95	0.2857	5206	7107	12006	13245	0.0	150.0	505.0	0.0	0.0	1059.5	23.5	0.1	2557.36	0.2367	2388.21	0.2535			
E5	SI	0.85	2-STRUCTURE-TRAIL	TRAIL_A1200_W60	arm at +$1200, stop behind the 60min extreme	42	35	518.81	622.57	-25.59	-30.72	-26.7	-4.02	0.7857	0.0238	0.0	-0.0238	414.88	0.2619	6431	7283	13085	14048	0.0	150.0	505.0	0.0	0.0	1089.5	23.5	0.1	2557.36	0.2434	2388.21	0.2607			
E5	SI	0.85	4-TIME-DECAY	TIME120_T150	at entry+120min below +$150 -> exit at market	42	35	542.02	650.43	-2.38	-2.86	-30.41	27.55	0.8095	0.0476	0.0238	0.0	398.21	0.1667	6955	7200	15805	17418	0.0	125.0	930.0	0.0	0.0	1138.25	-1.25	0.1	2557.36	0.2543	2388.21	0.2723			
E5	SI	0.85	4-TIME-DECAY	TIME120_T300	at entry+120min below +$300 -> exit at market	42	35	542.02	650.43	-2.38	-2.86	-46.16	43.3	0.8333	0.0714	0.0238	0.0	392.56	0.3333	6955	7200	13085	16134	0.0	125.0	930.0	0.0	0.0	1138.25	-1.25	0.1	2557.36	0.2543	2388.21	0.2723			
E5	SI	0.85	4-TIME-DECAY	TIME180_T150	at entry+180min below +$150 -> exit at market	42	35	553.93	664.71	9.53	11.42	-19.02	30.44	0.7857	0.0238	0.0238	0.0	396.43	0.1667	6955	9958	15197	17878	0.0	150.0	930.0	0.0	0.0	1163.25	-86.25	0.15	2557.36	0.2599	2388.21	0.2783			
E5	SI	0.85	4-TIME-DECAY	TIME180_T300	at entry+180min below +$300 -> exit at market	42	35	552.74	663.29	8.34	10.0	-10.14	20.14	0.8095	0.0476	0.0238	0.0	397.62	0.2381	6955	9958	13856	17567	0.0	150.0	930.0	0.0	0.0	1160.75	-86.25	0.15	2557.36	0.2594	2388.21	0.2777			
E5	SI	0.85	5-COMBINATION	CMB_B600_TRAIL600_30	-$600 cut OR trail(+$600,30min)	42	35	408.39	490.07	-136.01	-163.22	-62.82	-100.4	0.7857	0.0238	0.0	-0.0238	386.9	0.6667	2381	3873	7693	8953	0.0	162.5	605.0	0.0	0.0	857.62	-66.5	0.15	2557.36	0.1916	2388.21	0.2052			
E5	SI	0.85	5-COMBINATION	CMB_FLOW05_TRAIL600_30	flow cut OR trail(+$600,30min)	42	35	338.15	405.79	-206.25	-247.5	-148.8	-98.7	0.7619	0.0	0.0	-0.0238	346.73	0.9762	1848	2825	4843	5234	0.0	97.0	230.0	0.0	0.0	710.12	-57.5	0.15	2557.36	0.1587	2388.21	0.1699			
E5	SI	0.85	5-COMBINATION	CMB_B600_TRAIL600_60	-$600 cut OR trail(+$600,60min)	42	35	479.82	575.79	-64.58	-77.5	-61.57	-15.93	0.7857	0.0238	0.0	-0.0238	430.95	0.5714	4586	6876	10307	11356	0.0	162.5	605.0	0.0	0.0	1007.62	-66.5	0.15	2557.36	0.2252	2388.21	0.2411			
E5	SI	0.85	5-COMBINATION	CMB_FLOW05_TRAIL600_60	flow cut OR trail(+$600,60min)	42	35	382.8	459.36	-161.6	-193.93	-146.83	-47.1	0.7619	0.0	0.0	-0.0238	344.64	0.9762	1848	2931	5539	5904	0.0	89.5	230.0	0.0	0.0	803.88	-57.5	0.15	2557.36	0.1796	2388.21	0.1923			
E5	SI	0.85	5-COMBINATION	CMB_B600_TRAIL900_30	-$600 cut OR trail(+$900,30min)	42	35	466.43	559.71	-77.97	-93.58	-50.63	-42.95	0.7857	0.0238	0.0	-0.0238	399.11	0.4286	3802	5422	10883	11636	0.0	150.0	605.0	0.0	0.0	979.5	-66.5	0.15	2557.36	0.2189	2388.21	0.2344			
E5	SI	0.85	5-COMBINATION	CMB_FLOW05_TRAIL900_30	flow cut OR trail(+$900,30min)	42	35	340.24	408.29	-204.16	-245.0	-135.58	-109.42	0.7619	0.0	0.0	-0.0238	356.85	0.9762	1848	2931	5300	5454	0.0	89.5	230.0	0.0	0.0	714.5	-57.5	0.15	2557.36	0.1597	2388.21	0.171			
E5	SI	0.85	5-COMBINATION	CMB_B600_TRAIL900_60	-$600 cut OR trail(+$900,60min)	42	35	508.69	610.43	-35.71	-42.86	-43.08	0.22	0.7857	0.0238	0.0	-0.0238	420.54	0.4048	4889	6969	12186	12975	0.0	150.0	605.0	0.0	0.0	1068.25	-66.5	0.15	2557.36	0.2387	2388.21	0.2556			
E5	SI	0.85	5-COMBINATION	CMB_FLOW05_TRAIL900_60	flow cut OR trail(+$900,60min)	42	35	382.8	459.36	-161.6	-193.93	-135.54	-58.39	0.7619	0.0	0.0	-0.0238	344.64	0.9762	1848	2931	5539	5904	0.0	89.5	230.0	0.0	0.0	803.88	-57.5	0.15	2557.36	0.1796	2388.21	0.1923			
E5	SI	0.85	5-COMBINATION	CMB_B600_TIME180_300	-$600 cut OR time-decay(180min,+$300)	42	35	553.93	664.71	9.53	11.42	-38.89	50.31	0.8095	0.0476	0.0	-0.0238	393.15	0.2381	4889	8679	13856	17374	0.0	150.0	605.0	0.0	0.0	1163.25	-86.25	0.15	2557.36	0.2599	2388.21	0.2783			
E5	SI	0.85	5-COMBINATION	CMB_TRIPLE	-$600 OR trail(+$900,60min) OR time(180,+$300)	42	35	512.86	615.43	-31.54	-37.86	-21.25	-16.61	0.8333	0.0714	0.0	-0.0238	411.9	0.5952	4889	6969	10800	12238	0.0	127.5	605.0	0.0	0.0	1077.0	158.5	0.1	2557.36	0.2407	2388.21	0.2577			
E5	SI	0.85	5-COMBINATION	CMB_FLOW_TRAIL_TIME	flow OR trail(+$600,60min) OR time(180,+$300)	42	35	382.8	459.36	-161.6	-193.93	-128.22	-65.71	0.7619	0.0	0.0	-0.0238	344.64	0.9762	1848	2931	5539	5904	0.0	89.5	230.0	0.0	0.0	803.88	-57.5	0.15	2557.36	0.1796	2388.21	0.1923			
E5	SI	0.85	5-COMBINATION	CMB_ANY3_TRAIL900_60	any-3 disqualification OR trail(+$900,60)	42	35	379.23	455.07	-165.17	-198.22	-126.25	-71.97	0.7619	0.0	0.0	-0.0238	346.73	0.9762	1848	2931	5300	5847	0.0	97.0	242.5	0.0	0.0	796.38	-57.5	0.15	2557.36	0.1779	2388.21	0.1905			
E5	SI	0.85	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B900	half off at +$900, remainder to phase close	42	35	515.54	618.64	-28.86	-34.65	-14.47	-20.18	0.7619	0.0	0.0238	0.0	439.29	0.4048	6955	9476	16462	18269	0.0	150.0	505.0	0.0	0.0	1082.62	-12.5	0.15	2557.36	0.2419	2388.21	0.259			
E5	SI	0.85	3-PARTIAL-BANK(NEEDS>=2 CONTRACTS)	PARTIAL_B1200	half off at +$1200, remainder to phase close	42	35	542.17	650.61	-2.23	-2.68	-23.49	20.81	0.7857	0.0238	0.0238	0.0	412.65	0.2857	6955	9476	16462	18269	0.0	150.0	505.0	0.0	0.0	1138.56	23.5	0.1	2557.36	0.2544	2388.21	0.2724			
E5	HG	0.85	0-BASELINE	PHASE_CLOSE	ride to phase close, $900 wall	32	31	514.53	531.13	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	254.49	0.0	4138	10255	17985	19751	0.0	0.0	0.0	0.0	0.0	968.53	137.5	0.0	1992.66	0.2665	542.54	0.979			
E5	HG	0.85	1-MID-HOLD-DISQ	MHD_STRUCT_0.05ATR	reclaim level lost by 0.05 ATR	32	31	475.27	490.6	-39.26	-40.53	-31.23	-9.3	0.9062	-0.0938	0.0	0.0	283.98	0.0938	1963	9803	16967	19362	0.0	0.0	205.0	0.0	0.0	894.63	124.25	0.0	1992.66	0.2462	542.54	0.9043			
E5	HG	0.85	1-MID-HOLD-DISQ	MHD_STRUCT_0.10ATR	reclaim level lost by 0.10 ATR	32	31	503.98	520.24	-10.55	-10.89	-23.49	12.6	0.9688	-0.0312	0.0	0.0	265.04	0.0312	4138	10255	17018	19691	0.0	0.0	180.0	0.0	0.0	948.68	121.25	0.0	1992.66	0.2611	542.54	0.9589			
E5	HG	0.85	1-MID-HOLD-DISQ	MHD_STRUCT_0.20ATR	reclaim level lost by 0.20 ATR	32	31	514.53	531.13	0.0	0.0	-19.89	19.89	1.0	0.0	0.0	0.0	254.49	0.0	4138	10255	17985	19751	0.0	0.0	0.0	0.0	0.0	968.53	137.5	0.0	1992.66	0.2665	542.54	0.979			
E5	HG	0.85	1-MID-HOLD-DISQ	MHD_FLOW15_LOOSE	15min no new high + net down (LOOSE)	32	31	227.23	234.56	-287.3	-296.57	-277.14	-19.43	0.9062	-0.0938	0.0	0.0	110.94	0.9688	1800	1806	2844	2867	0.0	0.0	73.75	0.0	0.0	427.72	95.0	0.0	1992.66	0.1177	542.54	0.4323			
